1485.5278,491.0133,-1977.0157,-1976.8427,489.1899,1486.6597
1424.1568,1998.8148,575.2278,-574.7616,-1998.3275,-1424.1568
0.7239,0.6861,-0.6861,-574.7616,0.0465,-0.7239
