-676.01,-673.81,-675.06,-402.28,-102.44,397.58,672.69,673.13,-0.68,-401.25
25.22,25.94,26.66,25.93,25.85,24.69,26.08,26.66,25.62,25.58
-498.16,101.24,501.68,675.53,675,675.38,501.83,1.38,-673.08,-673.14
