174.84,303,350.04,303.23,175.18,0.17,-174.85,-303.02,-349.97,-303.23,-175.2,-0.2
-303.32,-175.24,-0.25,174.79,302.97,349.9,303.07,175.01,-0.02,-174.97,-303.16,-350.12
24.91,24.64,24.62,24.7,24.7,24.76,24.8,24.83,24.79,24.72,24.66,24.62
