0.105000,-23.343466,-369.305606,-44.592006,-46.387657,-264.858559,-34.416649,20.111294,775.628477,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
0.201000,-25.737668,-366.911404,-42.796355,-46.986208,-269.646962,-35.314474,21.727380,775.628428,706.403907,778.860198,741.798061,785.183169,782.803649,0.000036
0.303000,-23.642741,-371.699808,-46.088382,-47.584758,-268.449861,-37.708676,23.702596,775.628477,706.403881,778.860198,741.798061,785.183200,782.803649,0.000036
0.401000,-27.832594,-370.203432,-45.489832,-48.781859,-271.442613,-35.314474,21.906945,775.628477,706.403907,778.860247,741.798061,785.183249,782.803698,0.000036
0.501000,-25.737668,-372.298358,-45.489832,-45.789107,-267.252760,-34.416649,20.649989,775.628477,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
0.601000,-23.343466,-371.400533,-45.190556,-47.884033,-272.639714,-33.518823,18.315643,775.628477,706.403907,778.860198,741.798110,785.183200,782.803649,0.000036
0.706000,-29.927521,-373.794734,-41.599254,-43.694180,-273.836815,-34.715924,21.727380,775.628428,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
0.811000,-23.942017,-369.604881,-46.686932,-44.592006,-270.844063,-32.321722,23.702596,775.628477,706.403907,778.860198,741.798110,785.183200,782.803698,0.000036
0.901000,-23.942017,-369.604881,-46.686932,-44.592006,-270.844063,-32.321722,23.702596,775.628477,706.403907,778.860198,741.798110,785.183200,782.803698,0.000036
1.001000,-23.343466,-367.210680,-46.088382,-46.986208,-267.552036,-39.205052,23.523031,775.628477,706.403858,778.860198,741.798061,785.183200,782.803698,0.000036
1.101000,-25.438393,-369.604881,-42.497079,-44.891281,-271.741888,-34.416649,24.061727,775.628428,706.403937,778.860198,741.798061,785.183200,782.803649,0.000036
1.201000,-23.343466,-368.407780,-43.993456,-44.292731,-269.646962,-34.416649,23.343466,775.628428,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
1.301000,-25.139117,-366.911404,-45.789107,-47.584758,-272.938989,-34.715924,21.727380,775.628428,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
1.401000,-25.737668,-370.502707,-41.599254,-45.489832,-270.245512,-33.219548,21.547815,775.628428,706.403907,778.860247,741.798110,785.183200,782.803649,0.000036
1.502000,-25.438393,-372.298358,-46.986208,-46.387657,-272.041164,-36.511575,22.445641,775.628428,706.403907,778.860198,741.798061,785.183249,782.803649,0.000036
1.601000,-22.146365,-364.217928,-45.190556,-45.789107,-267.851311,-39.504327,22.625206,775.628428,706.403907,778.860247,741.798110,785.183200,782.803649,0.000036
1.701000,-24.241292,-369.006331,-43.993456,-49.380409,-264.260008,-36.212300,23.702596,775.628428,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
1.801000,-23.044191,-366.013579,-41.898529,-44.292731,-266.055659,-32.321722,22.445641,775.628428,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
1.909000,-20.949265,-366.911404,-38.307227,-46.088382,-270.245512,-34.117374,26.216508,775.628477,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
2.015000,-22.146365,-366.911404,-41.000703,-44.891281,-265.457109,-36.212300,25.498248,775.628428,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
2.101000,-22.146365,-366.911404,-41.000703,-44.891281,-265.457109,-36.212300,25.498248,775.628428,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
2.201000,-21.248540,-363.320102,-43.694180,-48.482584,-263.661458,-36.511575,24.420857,775.628477,706.403853,778.860198,741.798061,785.183200,782.803649,0.000036
2.301000,-22.146365,-364.217928,-42.497079,-46.986208,-266.055659,-35.913025,22.984336,775.628477,706.403939,778.860198,741.798061,785.183200,782.803649,0.000036
2.401000,-21.847090,-366.013579,-38.905777,-51.475336,-263.661458,-35.314474,24.600422,775.628428,706.403907,778.860198,741.798110,785.183200,782.803649,0.000036
2.501000,-23.942017,-367.509955,-44.292731,-47.285483,-266.654210,-37.708676,24.061727,775.628428,706.403936,778.860198,741.798061,785.183200,782.803649,0.000036
2.601000,-23.942017,-366.911404,-44.891281,-45.789107,-266.654210,-32.920273,21.547815,775.628428,706.403907,778.860247,741.798061,785.183200,782.803649,0.000036
2.701000,-28.431145,-370.203432,-42.796355,-42.796355,-272.639714,-39.803603,23.343466,775.628428,706.403907,778.860198,741.798110,785.183200,782.803649,0.000036
2.801000,-23.942017,-369.006331,-44.592006,-46.986208,-267.851311,-33.818098,22.984336,775.628428,706.403907,778.860247,741.798061,785.183200,782.803698,0.000036
2.901000,-25.438393,-367.509955,-45.489832,-46.387657,-269.347687,-35.015199,21.906945,775.628428,706.403907,778.860247,741.798061,785.183200,782.803649,0.000036
3.003000,-27.234044,-367.210680,-43.394905,-46.088382,-268.449861,-38.007951,23.882162,775.628428,706.403907,778.860247,741.798061,785.183200,782.803698,0.000036
3.110000,-24.839842,-371.400533,-43.394905,-45.489832,-272.639714,-37.110126,24.420857,775.628477,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
3.219000,-24.540567,-364.217928,-42.197804,-45.190556,-266.654210,-38.606502,24.061727,775.628477,706.403907,778.860247,741.798061,785.183200,782.803649,0.000036
3.301000,-24.540567,-364.217928,-42.197804,-45.190556,-266.654210,-38.606502,24.061727,775.628477,706.403907,778.860247,741.798061,785.183200,782.803649,0.000036
3.400000,-23.942017,-369.305606,-42.197804,-49.978960,-266.654210,-41.000703,22.086510,775.628428,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
3.500000,-23.343466,-366.911404,-46.686932,-43.394905,-267.552036,-38.007951,24.959552,775.628477,706.403907,778.860198,741.798061,785.183249,782.803649,0.000036
3.600000,-23.044191,-373.196184,-46.686932,-45.489832,-268.749136,-38.007951,22.625206,775.628477,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
3.701000,-25.139117,-368.707056,-46.088382,-47.884033,-267.552036,-36.212300,24.779987,775.628428,706.403945,778.860198,741.798061,785.183200,782.803649,0.000036
3.800000,-25.737668,-367.509955,-44.292731,-45.789107,-271.741888,-39.205052,22.984336,775.628428,706.403956,778.860198,741.798061,785.183200,782.803649,0.000036
3.900000,-25.737668,-369.006331,-48.482584,-46.986208,-273.238264,-37.110126,25.318683,775.628428,706.403940,778.860198,741.798110,785.183200,782.803649,0.000036
4.001000,-27.234044,-367.210680,-44.891281,-48.482584,-273.238264,-35.314474,25.318683,775.628428,706.403907,778.860198,741.798110,785.183200,782.803698,0.000036
4.101000,-26.036943,-367.509955,-43.095630,-49.081134,-273.238264,-36.810851,22.625206,775.628477,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
4.207000,-23.044191,-367.210680,-45.789107,-46.387657,-269.347687,-34.117374,24.241292,775.628477,706.403933,778.860198,741.798061,785.183200,782.803649,0.000036
4.315000,-30.226796,-368.707056,-44.592006,-45.190556,-274.734641,-37.110126,23.523031,775.628428,706.403907,778.860247,741.798061,785.183168,782.803698,0.000036
4.401000,-30.226796,-368.707056,-44.592006,-45.190556,-274.734641,-37.110126,23.523031,775.628428,706.403907,778.860247,741.798061,785.183168,782.803698,0.000036
4.501000,-27.533319,-370.502707,-44.592006,-45.489832,-272.340439,-37.110126,24.959552,775.628477,706.403907,778.860198,741.798110,785.183200,782.803649,0.000036
4.601000,-21.547815,-365.115753,-43.993456,-45.789107,-271.143338,-32.920273,22.984336,775.628428,706.403907,778.860198,741.798061,785.183249,782.803649,0.000036
4.701000,-23.343466,-368.707056,-46.686932,-44.292731,-270.245512,-37.110126,21.188685,775.628428,706.403907,778.860198,741.798110,785.183224,782.803698,0.000036
4.801000,-28.131870,-372.896909,-43.694180,-41.599254,-271.741888,-37.409401,22.625206,775.628428,706.403907,778.860198,741.798110,785.183200,782.803698,0.000036
4.901000,-28.131870,-369.904156,-44.891281,-45.190556,-266.055659,-34.416649,19.213468,775.628477,706.403940,778.860198,741.798061,785.183200,782.803649,0.000036
5.001000,-25.438393,-369.006331,-49.081134,-46.387657,-270.544788,-38.007951,22.804771,775.628428,706.403907,778.860198,741.798061,785.183200,782.803698,0.000036
5.101000,-29.328970,-367.509955,-41.599254,-47.884033,-268.449861,-36.212300,24.061727,775.628477,706.403907,778.860198,741.798061,785.183200,782.803649,0.000036
5.201000,-26.635493,-373.196184,-42.796355,-45.190556,-275.333191,-36.511575,24.420857,775.628428,706.403907,778.860247,741.798061,785.183200,782.803649,0.000036
