675.94,673.81,675.08,402.24,102.43,-397.72,-672.79,-673.25,0.65,401.17
-498.35,101.18,501.55,675.41,674.96,675.38,501.84,1.32,-673.1,-673.25
-44.69,-44.01,-43.24,-44.04,-44.16,-45.37,-43.97,-43.42,-44.39,-44.44
