177.59,304.76,350.41,302.24,173.22,-2.15,-176.82,-303.98,-349.57,-301.47,-172.41,2.94
-305.25,-176.19,-0.85,173.81,300.98,346.53,298.33,169.28,-6.11,-180.69,-307.86,-353.44
662.53,663,662.38,660.93,658.91,656.92,655.52,655.06,655.62,657.08,659.06,661.04
