174.84,303,350.04,303.23,175.18,0.17,-174.85,-303.02,-349.97,-303.23,-175.2,-0.2
-303.32,-175.24,-0.25,174.79,302.97,349.9,303.07,175.01,-0.02,-174.97,-303.16,-350.12
49.91,49.64,49.62,49.7,49.7,49.76,49.8,49.83,49.79,49.72,49.66,49.62
